000000000000.jpg,23.235368728637695
000000000001.jpg,26.150924682617188
000000000002.jpg,29.242509841918945
000000000003.jpg,24.5382137298584
000000000004.jpg,25.628286361694336
000000000005.jpg,25.384803771972656
000000000006.jpg,27.457555770874023
000000000007.jpg,22.801002502441406
000000000008.jpg,26.725431442260742
000000000009.jpg,25.455150604248047
000000000010.jpg,35.67624282836914
000000000011.jpg,23.000516891479492
000000000012.jpg,31.54265022277832
000000000013.jpg,30.301942825317383
000000000014.jpg,20.018518447875977
000000000015.jpg,23.19464111328125
000000000016.jpg,21.934934616088867
000000000017.jpg,24.534685134887695
000000000018.jpg,29.932537078857422
000000000019.jpg,31.327146530151367
Average artist clip-similarity score of 20 images edited by instruct-pix2pix:26.40415315628052
